symbol;nazwa
711904;ROBOTNIK ROZBIÓRKI BUDOWLI
711905;MONTER OGRODZEŃ
711990;POZOSTALI ROBOTNICY BUDOWLANI ROBÓT STANU SUROWEGO I POKREWNI GDZIE INDZIEJ NIESKLASYFIKOWANI
712101;DEKARZ
712101;Dekarz konserwator
712101;Monter poszyć dachowych
712201;CYKLINIARZ
712202;Fliziarz
712202;GLAZURNIK
712202;Kafelkarz
712202;Płytkarz
712202;Terakociarz
712202;Układacz glazury
712202;Układacz płytek ceramicznych
712203;PARKIECIARZ
712204;POSADZKARZ
712290;Lastrykarz
712290;POZOSTALI POSADZKARZE, PARKIECIARZE I GLAZURNICY
712290;Układacz linoleum
712290;Układacz wykładzin
712301;Dociepleniowiec
712301;Monter dociepleń budynków
712301;Monter izolacji cieplnej budynków
712301;Monter izolacji termicznej budynków
712301;MONTER OCIEPLEŃ BUDYNKÓW
712302;SZTUKATOR
712303;TYNKARZ
712304;MONTER FASAD
712390;Monter suchych tynków
712390;POZOSTALI TYNKARZE I POKREWNI
712401;Izolator budowlany
712401;Monter izolacji akustycznych
712401;MONTER IZOLACJI BUDOWLANYCH
712401;Monter izolacji cieplnych rurociągów
712401;Monter izolacji przeciwdrganiowych
712401;Monter izolacji przeciwdżwiękowych
712401;Monter izolacji przeciwwilgociowych
712402;MONTER IZOLACJI CHEMOODPORNYCH I ANTYKOROZYJNYCH
712403;MONTER IZOLACJI PRZEMYSŁOWYCH
712403;Monter izolacji termicznej rurociągów przemysłowych, kotłów i armatury
712404;TERMOIZOLER
712490;POZOSTALI MONTERZY IZOLACJI
712501;Monter okien
712501;Monter stolarki okiennej
712501;MONTER / SKŁADACZ OKIEN
712501;Serwisant stolarki okiennej
712502;Szklarz okien okrętowych
712502;SZKLARZ
712502;Zespalacz szyb
712503;SZKLARZ BUDOWLANY
712503;Szklarz okien
712504;Monter szyb samochodowych
712504;SZKLARZ POJAZDÓW
712505;WITRAŻOWNIK
712506;MONTER SZKŁA BUDOWLANEGO
712590;POZOSTALI SZKLARZE
712601;Hydraulik instalator
712601;Hydraulik konserwator
712601;Hydraulik maszyn okrętowych
712601;HYDRAULIK
712601;Mechanik instalacji hydraulicznych
712603;Instalator instalacji gazowych
712603;Instalator sieci gazowych
712603;Instalator urządzeń gazowych
712603;Konserwator instalacji gazowych
712603;Konserwator pieców gazowych
712603;Monter gazomierzy
712603;Monter gazowych urządzeń grzewczych
712603;Monter instalacji aparatury i urządzeń gazu płynnego
712603;Monter instalacji gazowej
712603;MONTER INSTALACJI GAZOWYCH
712604;Hydraulik armatury sanitarnej
712604;Hydraulik sanitarny
712604;Instalator centralnego ogrzewania
712604;Instalator urządzeń centralnego ogrzewania
712604;Instalator urządzeń sanitarnych
712604;Konserwator centralnego ogrzewania
712604;Konserwator instalacji grzewczych
712604;Konserwator instalacji i urządzeń sanitarnych
712604;Konserwator kotła centralnego ogrzewania
712604;Konserwator urządzeń basenowych
712604;Konserwator urządzeń grzewczych
712604;Konserwator urządzeń sanitarnych
712604;Monter centralnego ogrzewania
712604;Monter instalacji cieplnych
712604;MONTER INSTALACJI I URZĄDZEŃ SANITARNYCH
712604;Monter instalacji sanitarnych
712604;Monter urządzeń sanitarnych
712604;Serwisant instalacji grzewczych
712605;MONTER RUROCIĄGÓW GÓRNICZYCH
712606;MONTER RUROCIĄGÓW OKRĘTOWYCH
712607;Monter instalator urządzeń transportu pneumatycznego
712607;MONTER RUROCIĄGÓW PRZEMYSŁOWYCH
712608;Instalator sieci grzewczych
712608;MONTER SIECI CIEPLNYCH
712609;MONTER SIECI DESZCZOWNIANYCH
712610;MONTER SIECI GAZOWYCH
712612;Instalator sieci wodociągowej
712612;Konserwator hydroforni
712612;Konserwator linii wodociągowej
712612;Konserwator sieci wodociągowej
712612;Konserwator stacji wodociągowych
712612;Konserwator urządzeń wodociągowych
712612;Konserwator wodociągu wiejskiego
712612;Monter sieci wodno kanalizacyjnej
712612;MONTER SIECI WODNYCH I KANALIZACYJNYCH
712612;Monter sieci wodociągowej i kanalizacyjnej
712613;MONTER SYSTEMÓW RUROCIĄGOWYCH
712614;MONTER URZĄDZEŃ ENERGETYKI ODNAWIALNEJ
712615;Kopacz studni
712615;STUDNIARZ
712616;Konserwator cylindrów odwadniających
712616;Konserwator urządzeń ciepłowniczych
712616;Monter sieci centralnego ogrzewania
712616;MONTER SIECI, INSTALACJI I URZĄDZEŃ SANITARNYCH
712617;Konserwator urządzeń gazów medycznych
712617;Konserwator urządzeń tlenowych
712617;MONTER INSTALACJI GAZÓW MEDYCZNYCH
712617;Monter tlenowych instalacji medycznych
712618;MONTER SIECI I INSTALACJI SANITARNYCH
712690;Monter konserwator instalacji parowych
712690;POZOSTALI HYDRAULICY I MONTERZY RUROCIĄGÓW
712701;Konserwator maszyn chłodniczych
712701;Mechanik maszyn chłodniczych
712701;MECHANIK URZĄDZEŃ CHŁODNICZYCH
712701;Monter okrętowej instalacji i aparatury chłodniczej
712702;MECHANIK URZĄDZEŃ KLIMATYZACYJNYCH
712703;Instalator urządzeń klimatyzacyjnych
712703;Monter instalacji wentylacyjnych
712703;Monter urządzeń wentylacyjnych i klimatyzacyjnych
712703;MONTER / KONSERWATOR INSTALACJI WENTYLACYJNYCH I KLIMATYZACYJNYCH
712790;POZOSTALI MONTERZY I KONSERWATORZY INSTALACJI KLIMATYZACYJNYCH I CHŁODNICZYCH
712901;MONTER PŁYT KARTONOWO-GIPSOWYCH
712901;Regipsiarz
712902;MONTER SYSTEMÓW SUCHEJ ZABUDOWY
712904;TECHNOLOG ROBÓT WYKOŃCZENIOWYCH W BUDOWNICTWIE
712905;Monter sufitów podwieszanych
712905;MONTER ZABUDOWY I ROBÓT WYKOŃCZENIOWYCH W BUDOWNICTWIES
712906;Monter stolarki
712906;MONTER STOLARKI BUDOWLANEJ
712990;POZOSTALI ROBOTNICY BUDOWLANI ROBÓT WYKOŃCZENIOWYCH I POKREWNI GDZIE INDZIEJ NIESKLASYFIKOWANI
713101;Malarz dekorator
713101;MALARZ-TAPECIARZ
713102;MALARZ BUDOWLANY
713104;Szpachlarz wnętrz
713104;SZPACHLARZ
713105;TAPECIARZ
713190;POZOSTALI MALARZE I POKREWNI
713201;LAKIERNIK
713202;LAKIERNIK PROSZKOWY
713203;LAKIERNIK SAMOCHODOWY
713204;LAKIERNIK TWORZYW SZTUCZNYCH
713205;Lakiernik akcesorii meblowych
713205;Lakiernik elementów drewnianych
713205;Lakiernik elementów meblowych
713205;Lakiernik meblowy
713205;Lakiernik stolarski
713205;LAKIERNIK WYROBÓW DRZEWNYCH
713205;Lakiernik wyrobów z wikliny
713205;Operator urządzeń do lakierowania płyt meblowych
713206;MALARZ-LAKIERNIK SAMOLOTOWY
713207;Lakiernik metalu
713207;Lakiernik wagonów kolejowych
713207;Lakiernik wyrobów metalowych
713207;Malarz kadłubów okrętowych
713207;Malarz konstrukcji stalowych
713207;Malarz lakiernik konstrukcji stalowych
713207;Malarz maszyn rolniczych
713207;Malarz okrętowy
713207;Malarz taboru kolejowego
713207;Malarz wagonów kolejowych
713207;Malarz wyrobów metalowych
713207;MALARZ-LAKIERNIK KONSTRUKCJI I WYROBÓW METALOWYCH
713208;Oczyszczacz piaskiem wyrobów metalowych
713208;Operator piaskarki na sprężone powietrze
713208;PIASKARZ
713208;Piaskowacz odlewów
713208;Piaskowacz śrutowacz
713208;Piaskownik
713290;POZOSTALI LAKIERNICY
713301;ALPINISTA PRZEMYSŁOWY
713302;CZYŚCICIEL ELEWACJI BUDOWLANYCH
713303;KOMINIARZ
713303;Konserwator przewodów kominowych
713304;ROBOTNIK OSUSZANIA I ODGRZYBIANIA BUDOWLI
713390;POZOSTALI ROBOTNICY CZYSZCZĄCY KONSTRUKCJE BUDOWLANE I POKREWNI
721101;BRĄZOWNIK
721102;FORMIERZ ODLEWNIK
721102;Formierz ręczny
721102;Formierz zalewacz 
721102;Rdzeniarz
721102;Rdzeniarz ręczny
721103;LUDWISARZ
721104;MODELARZ ODLEWNICZY
721105;ZALEWACZ FORM
721190;Naprawiacz wad odlewów
721190;Obciążacz form
721190;Obcinacz nadlewów i odlewów
721190;Oczyszczacz odlewów
721190;POZOSTALI FORMIERZE ODLEWNICZY I POKREWNI
721190;Wybijacz odlewów
721190;Wybijacz otworów w metalu
721190;Wybijacz rdzeni
721190;Wycinacz nadlewów
721190;Wykańczacz odlewów
721190;Wykańczacz rdzeni
721190;Wzorcarz matryc odlewniczych
721201;LUTOWACZ
721202;Operator automatów spawalniczych
721202;Operator plazmotronu
721202;OPERATOR ROBOTÓW SPAWALNICZYCH
721202;Operator urządzeń spawalniczych
721203;OPERATOR ZGRZEWAREK
721204;Elektrospawacz
721204;Przepalacz acetylenowy
721204;Przepalacz autogeniczny
721204;Przepalacz palnikiem
721204;Spawacz elektryczny
721204;Spawacz gazowy
721204;Spawacz metodą MAG
721204;Spawacz metodą MIG
721204;Spawacz metodą TIG
721204;Spawacz ręczny gazowy
721204;Spawacz ręczny łukiem elektrycznym
721204;SPAWACZ
721209;ZGRZEWACZ
721290;POZOSTALI SPAWACZE I POKREWNI
721301;BLACHARZ
721301;Blacharz krajacz
721302;BLACHARZ BUDOWLANY
721303;BLACHARZ IZOLACJI PRZEMYSŁOWYCH
721304;BLACHARZ LOTNICZY
721305;BLACHARZ OKRĘTOWY
721306;BLACHARZ SAMOCHODOWY
721390;POZOSTALI BLACHARZE
721401;MONTER BRAM
721402;MONTER KADŁUBÓW OKRĘTOWYCH
721403;MONTER KONSTRUKCJI ALUMINIOWYCH
721404;Monter konstrukcji metalowych
721404;MONTER KONSTRUKCJI STALOWYCH
721405;OCZYSZCZACZ KONSTRUKCJI STALOWYCH
721406;MONTER KADŁUBÓW I JEDNOSTEK PŁYWAJĄCYCH
721490;POZOSTALI ROBOTNICY PRZYGOTOWUJĄCY I WZNOSZĄCY KONSTRUKCJE METALOWE
721501;Konserwator wyciągów krzesełkowych
721501;Konserwator wyciągów orczykowych
721501;Mechanik kolei linowych
721501;MONTER / KONSERWATOR KOLEI LINOWYCH, WYCIĄGÓW NARCIARSKICH I ZJEŻDŻALNI GRAWITACYJNYCH
721502;MONTER KONSTRUKCJI LINOWYCH STAŁYCH
721503;MONTER WIERTNI
721504;TAKIELARZ
721590;POZOSTALI MONTERZY KONSTRUKCJI LINOWYCH
722101;KOWAL
722101;Kowal konstrukcji okrętowych
722101;Kowal konstrukcji stalowych
722101;Kowal matrycowy
722101;Kowal okrawacz
722101;Kowal okrętowy
722101;Kowal resorowy
722102;kowal artystyczny
722102;KOWAL WYROBÓW ZDOBNICZYCH
722103;OPERATOR PRAS KUŹNICZYCH
722104;PODKUWACZ KONI
722190;POZOSTALI KOWALE I OPERATORZY PRAS KUŹNICZYCH
722201;EGUTERZYSTA
722202;PŁATNERZ
722203;RUSZNIKARZ
722204;Gratowacz
722204;ŚLUSARZ
722204;Ślusarz grawer
722204;Ślusarz krajacz
722204;Ślusarz maszynowy
722204;Ślusarz monter
722204;Ślusarz odlewni
722204;Ślusarz polernik
722204;Ślusarz tłoczarz
722204;Ślusarz wiertacz
722205;ŚLUSARZ GALANTERII METALOWEJ
722205;Ślusarz wyrobów artystycznych
722206;Nacinacz pilników
722206;Obciągacz pilników
722206;ŚLUSARZ NARZĘDZIOWY
722206;Ślusarz ostrzarz narzędzi
722207;Traser kadłubowy
722207;Traser konstrukcji stalowych
722207;Traser matryc
722207;Traser metalu
722207;Traser okrętowy
722207;TRASER
722290;POZOSTALI ŚLUSARZE I POKREWNI
722301;Frezer metali
722301;Frezer narzędziowy
722301;Frezer operator
722301;Frezer wytaczacz
722301;FREZER
722302;Obsługa automatów tokarskich
722302;Operator agregatu do produkcji wyrobów śrubowych
722302;Operator automatów tokarskich
722302;OPERATOR AUTOMATYCZNEJ LINII OBRÓBKI SKRAWANIEM
722302;Operator obrabiarek automatycznie sterowanych
722302;Operator procesów skrawania
722303;OPERATOR MASZYN DO OBRÓBKI SKRAWANIEM
722303;Operator maszyn skrawających
722303;Operator obróbki skrawaniem
722303;Operator przeciągarki metalu
722303;Operator urządzeń obróbki skrawaniem
722304;Operator maszyn do produkcji lin metalowych
722304;Operator maszyn do produkcji siatek z metalu
722304;OPERATOR MASZYN DO PRODUKCJI WYROBÓW Z DRUTU, LIN, SIATEK I KABLI
722304;Operator maszyn do wyginania wyrobów z drutu
722304;Operator maszyn i urządzeń do produkcji kabli
722304;Operator maszyn urządzeń do produkcji kabli
722304;Operator obcinarek
722304;Operator siatkarki
722304;Operator spęczarek
722304;Przecinacz drutu
722304;Przecinacz prętów metalowych
722304;Siatkarz siatek metalowych
722304;Tkacz siatki drucianej
722304;Tkacz siatki platynowej
722304;Ustawiacz aparatów kablowych
722304;Wyginacz wyrobów z drutu
722305;Operator maszyn do produkcji łożysk tocznych
722305;OPERATOR MASZYN I URZĄDZEŃ DO PRODUKCJI ŁOŻYSK TOCZNYCH
722305;Operator pilnikarek do łożysk tocznych
722305;Operator urządzeń do produkcji łożysk tocznych
722305;Operator wygładzarek do łożysk tocznych
722306;Operator maszyn do produkcji puszek
722306;OPERATOR MASZYN I URZĄDZEŃ DO PRODUKCJI OPAKOWAŃ BLASZANYCH
722307;OPERATOR OBRABIAREK SKRAWAJĄCYCH
722308;Operator obrabiarek CNC
722308;Operator obrabiarek numerycznych
722308;OPERATOR OBRABIAREK STEROWANYCH NUMERYCZNIE
722308;Operator tokarek sterowanych numerycznie
722308;Operator tokarki numerycznej
722309;Operator automatów wielowrzecionowych
722309;Operator gwinciarki
722309;Operator maszyn do gwintowania
722309;Operator obrabiarek zespołowych do metalu
722309;OPERATOR OBRABIAREK ZESPOŁOWYCH
722309;Operator wielomaszynowy
722310;Centrowacz wyrobów metalowych
722310;Operator urządzeń do centrowania
722310;Operator urządzeń do wyważania
722310;OPERATOR URZĄDZEŃ DO WYWAŻANIA I CENTROWANIA
722310;Wyważacz centrowacz
722310;Wyważacz części maszyn
722311;Dłutowacz w metalu
722311;Drążacz matrycowy
722311;Elektrodrążacz
722311;STRUGACZ
722312;SZLIFIERZ METALI
722312;Szlifierz narzędziowy
722312;Szlifierz odlewów
722312;Szlifierz płaszczyzn metalowych
722312;Szlifierz stali szlachetnej
722312;Szlifierz wlewków
722313;Tokarz narzędzi diamentowych
722313;TOKARZ / FREZER OBRABIAREK STEROWANYCH NUMERYCZNIE
722314;Tokarz narzędziowy
722314;Tokarz precyzyjny w metalu
722314;Tokarz trzpieni zegarowych
722314;TOKARZ W METALU
722315;Nastawiacz automatów tokarskich
722315;Programista wykrawarki
722315;Ustawiacz automatów tokarskich
722315;USTAWIACZ MASZYN DO OBRÓBKI SKRAWANIEM
722316;WIERTACZ W METALU
722317;OPERATOR MASZYN DO PRODUKCJI WYROBÓW Z METALU
722390;Gięciarz blach i profili
722390;Gięciarz metalu
722390;Gięciarz rur
722390;Gięciarz sprężyn
722390;Krajacz wyrobów hutniczych
722390;Krajacz wyrobów metalowych
722390;Obcinacz metalu
722390;Operator agregatu cięcia metalu
722390;Operator drukarki wytłaczarki
722390;Operator maszyn do cięcia blachy
722390;Operator maszyn do cięcia metali
722390;Operator maszyn do krajania metali
722390;Operator maszyn do wyoblania
722390;Operator nożyc do cięcia metalu
722390;Operator podwijarki do blach
722390;Operator pras wykrawających
722390;Operator wywijarki do blach
722390;POZOSTALI USTAWIACZE I OPERATORZY OBRABIAREK DO METALI I POKREWNI
722390;Przecinacz blach
722390;Przecinacz metalu 
722390;Przecinacz rur metalowych
722390;Rozcinacz folii metalowej
722390;Ustawiacz pras do metalu
722390;Wycinacz wyrobów z metali
722390;Zginacz wyrobów metalowych
722401;Docieracz metalu
722401;DOCIERACZ-POLEROWACZ
722401;Polerowacz metalu
722402;Ostrzarz narzędzi tnących
722402;Ostrzarz pilarek do drewna
722402;Ostrzarz pił tarczowych
722402;SZLIFIERZ-OSTRZARZ
722490;POZOSTALI SZLIFIERZE NARZĘDZI I POLEROWACZE METALI
722490;Szlifierz narzędzi diamentowych
723101;MECHANIK AUTOBUSÓW
723102;Mechanik ciągników rolniczych
723102;MECHANIK CIĄGNIKÓW
723102;Mechanik traktorów
723103;MECHANIK POJAZDÓW SAMOCHODOWYCH
723103;Regenerator katalizatorów
723104;MECHANIK SAMOCHODÓW CIĘŻAROWYCH
723105;MECHANIK SAMOCHODÓW OSOBOWYCH
723106;MONTER SAMOCHODOWEJ INSTALACJI GAZOWEJ (LPG)
723107;MECHANIK MOTOCYKLOWY
723107;Mechanik motorowerów
723107;Mechanik skuterów
723190;Konserwator pojazdów samochodowych
723190;Mechanik wózków widłowych
723190;POZOSTALI MECHANICY POJAZDÓW SAMOCHODOWYCH
723201;MECHANIK PŁATOWCÓW
723202;MECHANIK SILNIKÓW LOTNICZYCH
723203;MECHANIK WYPOSAŻENIA LOTNICZEGO STATKÓW POWIETRZNYCH
723204;UKŁADACZ-KONSERWATOR SPADOCHRONÓW
723290;POZOSTALI MECHANICY STATKÓW POWIETRZNYCH I POKREWNI
723301;MECHANIK / KONSERWATOR URZĄDZEŃ DO NAPEŁNIANIA I OPRÓŻNIANIA ZBIORNIKÓW
723302;Konserwator urządzeń dźwigowych
723302;Konserwator wind
723302;Mechanik urządzeń dźwigowych
723302;MECHANIK / KONSERWATOR URZĄDZEŃ DŹWIGNICOWYCH
723303;Konserwator maszyn hydrotechnicznych
723303;Mechanik maszyn budowlanych
723303;MECHANIK MASZYN I URZĄDZEŃ BUDOWLANYCH I MELIORACYJNYCH
723303;Mechanik pomp budowlanych zatapialnych
723303;Mechanik pomp melioracyjnych
723303;Mechanik sprzętu budowlanego
723303;Monter konserwator maszyn i urządzeń hydrotechnicznych
723304;MECHANIK MASZYN I URZĄDZEŃ DO OBRÓBKI METALI
723304;Mechanik maszyn skrawających
723304;Mechanik obrabiarek do metali
723305;MECHANIK MASZYN I URZĄDZEŃ GÓRNICTWA ODKRYWKOWEGO
723306;MECHANIK MASZYN I URZĄDZEŃ GÓRNICTWA PODZIEMNEGO
723306;Mechanik maszyn i urządzeń wiertniczych
723307;Konserwator maszyn drukarskich
723307;Konserwator maszyn masarskich
723307;Konserwator maszyn poligraficznych
723307;Konserwator maszyn produkcyjnych
723307;Konserwator maszyn spożywczych
723307;Konserwator maszyn stolarskich
723307;Konserwator urządzeń masarniczych
723307;Mechanik konserwator automatyki przemysłowej
723307;Mechanik konserwator maszyn mleczarskich
723307;Mechanik konserwator maszyn przemysłowych
723307;Mechanik maszyn drukarskich
723307;Mechanik maszyn i urządzeń celulozowo papierniczych
723307;Mechanik maszyn i urządzeń do obróbki drewna
723307;Mechanik maszyn i urządzeń hutniczych
723307;Mechanik maszyn i urządzeń odlewniczych
723307;Mechanik maszyn i urządzeń poligraficznych
723307;MECHANIK MASZYN I URZĄDZEŃ PRZEMYSŁOWYCH
723307;Mechanik maszyn i urządzeń przemysłu ceramicznego
723307;Mechanik maszyn i urządzeń przemysłu chemicznego
723307;Mechanik maszyn i urządzeń przemysłu elektronicznego
723307;Mechanik maszyn i urządzeń przemysłu elektrotechnicznego
723307;Mechanik maszyn i urządzeń przemysłu materiałów budowlanych
723307;Mechanik maszyn i urządzeń przemysłu skórzanego
723307;Mechanik maszyn i urządzeń przemysłu spożywczego
723307;Mechanik maszyn i urządzeń przemysłu szklarskiego
723307;Mechanik maszyn i urządzeń przemysłu włókienniczego
723307;Mechanik maszyn i urządzeń przędzalnianych
723307;Mechanik maszyn i urządzeń tytoniowych
723307;Mechanik maszyn poligraficznych
723307;Mechanik maszyn produkcyjnych
723307;Mechanik maszyn przemysłowych
723307;Mechanik maszyn spożywczych
723307;Mechanik maszyn włókienniczych
723307;Mechanik urządzeń automatyki przemysłowej
723307;Mechanik urządzeń metalurgicznych
723307;Mechanik urządzeń produkcyjnych
723307;Mechanik urządzeń rozlewniczych
723308;Konserwator maszyn rolniczych
723308;MECHANIK MASZYN ROLNICZYCH
723308;Mechanik urządzeń rolniczych
723309;Konserwator maszyn szwalniczych
723309;Mechanik maszyn i urządzeń przemysłu odzieżowego
723309;Mechanik maszyn krawieckich
723309;MECHANIK MASZYN SZWALNICZYCH
723310;Konserwator urządzeń technicznych
723310;Mechanik hydrauliki siłowej
723310;Mechanik i konserwator urządzeń mechanicznych
723310;Mechanik konserwator maszyn i urządzeń
723310;Mechanik maszyn i urządzeń gazowniczych
723310;Mechanik naprawy maszyn i urządzeń
723310;Mechanik turbin i turbozespołów
723310;Mechanik urządzeń hydraulicznych i pneumatycznych
723310;MECHANIK-MONTER MASZYN I URZĄDZEŃ
723311;Marynarz mechanik
723311;Mechanik maszyn okrętowych
723311;MECHANIK OKRĘTOWY
723312;Mechanik silników lokomotyw spalinowych
723312;Mechanik silników łodzi motorowych
723312;Mechanik silników okrętowych
723312;MECHANIK SILNIKÓW SPALINOWYCH
723312;Mechanik spalinowych silników samochodowych
723312;Mechanik zasilania silników spalinowych
723313;Mechanik elektrowozów
723313;Mechanik lokomotyw spalinowych
723313;Mechanik pojazdów kolejowych i trakcyjnych
723313;Mechanik pojazdów trakcyjnych
723313;MECHANIK TABORU KOLEJOWEGO
723313;Mechanik urządzeń kolejowych
723314;MONTER-INSTALATOR URZĄDZEŃ TECHNICZNYCH W BUDOWNICTWIE WIEJSKIM
723315;Konserwator sprzętu pożarniczego
723315;Konserwator sprzętu przeciwpożarowego, ratunkowego
723315;MONTER / KONSERWATOR URZĄDZEŃ PRZECIWPOŻAROWYCH
723316;Mechanik siłowni okrętowych
723316;Motorzysta kutra
723316;Motorzysta okrętowy
723316;MOTORZYSTA WACHTOWY
723317;MARYNARZ MOTORZYSTA ŻEGLUGI ŚRÓDLĄDOWEJ
723318;MECHANIK POJAZDÓW KOLEJOWYCH
723390;POZOSTALI MECHANICY MASZYN I URZĄDZEŃ ROLNICZYCH I PRZEMYSŁOWYCH
723390;Mechanik taboru tramwajowego
723401;Mechanik rowerowy
723401;Monter części rowerowych
723401;Monter przyczepek rowerowych
723401;Monter rowerów
723401;Monter wózków dziecięcych
723401;Monter wózków inwalidzkich
723401;MONTER-MECHANIK ROWERÓW / WÓZKÓW
723401;Serwisant rowerowy
723401;Zaplatacz kół rowerowych
731102;Konserwator urządzeń kontrolno pomiarowych
731102;Konserwator urządzeń sterowniczych
731102;Mechanik aparatów pomiarowych
731102;MECHANIK AUTOMATYKI PRZEMYSŁOWEJ I URZĄDZEŃ PRECYZYJNYCH
731102;Mechanik konserwator aparatury kontrolno pomiarowej
731102;Mechanik maszyn i urządzeń precyzyjnych
731102;Mechanik teletechnicznych urządzeń precyzyjnych
731102;Mechanik urządzeń laboratoryjnych pomiarowych
731102;Mechanik urządzeń precyzyjnych
731102;Monter automatyki kotłowej
731102;Monter automatyki przemysłowej
731102;Monter układów automatyki cieplnej
731103;Mechanik konserwator narzędzi medycznych
731103;Mechanik narzędzi medycznych
731103;Mechanik narzędzi precyzyjnych
731103;MECHANIK PRECYZYJNY
731103;Monter dystrybutorów paliwowych
731104;Mechanik aparatów fotograficznych
731104;Mechanik aparatury optycznej
731104;Mechanik fotokinowy
731104;Mechanik konserwator instrumentów i urządzeń geodezyjnych
731104;Mechanik konserwator sprzętu fotograficznego
731104;Mechanik konserwator sprzętu kinotechnicznego
731104;Mechanik sprzętu fotograficznego
731104;Mechanik sprzętu kinotechnicznego
731104;Mechanik sprzętu optycznego
731104;OPTYK-MECHANIK
731105;ORTOPEDA MECHANIK
731106;ZEGARMISTRZ
731107;AUTOMATYK
731190;Justier aparatury
731190;Mechanik elektronarzędzi
731190;POZOSTALI MECHANICY PRECYZYJNI
731190;Szlifierz ramek okularowych
731202;MONTER FORTEPIANÓW I PIANIN
731202;Wzorcarz fortepianów i pianin
731202;Zakładacz strun w fortepianach i pianinach
731205;Monter instrumentów dętych
731205;Monter instrumentów lutniczych
731205;MONTER INSTRUMENTÓW MUZYCZNYCH
731205;Monter instrumentów perkusyjnych
731205;Nawijacz strun
731205;Składacz harmonijek ustnych
731205;Wzorcarz lutnik
731207;ORGANOMISTRZ
731208;Konserwator instrumentów muzycznych
731208;KOREKTOR (NAPRAWIACZ) INSTRUMENTÓW MUZYCZNYCH
731290;POZOSTALI MONTERZY INSTRUMENTÓW MUZYCZNYCH
731301;BURSZTYNIARZ
731303;Polerowacz kamieni jubilerskich
731303;Polerowacz metali szlachetnych
731303;Szlifierz bursztynów
731303;Szlifierz diamentów przemysłowych
731303;SZLIFIERZ KAMIENI SZLACHETNYCH I OZDOBNYCH
731304;Matowacz wyrobów artystycznych z metali szlachetnych
731304;Polerowacz wyrobów jubilerskich
731304;Szlifierz polerowacz wyrobów jubilerskich
731304;SZLIFIERZ-POLEROWACZ WYROBÓW ARTYSTYCZNYCH
731305;Jubiler
731305;Jubiler modelarz
731305;Srebrnik
731305;Złotnik grawer
731305;Złotnik sztucznej biżuterii
731305;ZŁOTNIK-JUBILER
731390;POZOSTALI JUBILERZY, ZŁOTNICY I POKREWNI
731401;CERAMIK WYROBÓW CERAMIKI BUDOWLANEJ
731401;Formierz wyrobów ceramiki budowlanej
731401;Formowacz wyrobów kaflarskich
731402;CERAMIK WYROBÓW UŻYTKOWYCH I OZDOBNYCH
731403;Formierz wyrobów ściernych
731403;FORMOWACZ ŚCIERNIC
731403;Formowacz wyrobów ściernych
731404;Formierz ceramik
731404;Formierz wyrobów ceramiki szlachetnej
731404;Formowacz wyrobów ceramicznych na toczku
731404;FORMOWACZ WYROBÓW CERAMICZNYCH
731404;Klejarz wyrobów ceramicznych
731404;Modelarz ceramiki
731405;GARNCARZ
731406;Modelarz form gipsowych
731406;MODELARZ ODLEWNIK GIPSOWYCH FORM ROBOCZYCH
731406;Odlewacz form gipsowych
731406;Odlewnik gipsowych form i modeli do wyrobów ceramicznych
731407;Odlewnik kamionki sanitarnej
731407;ODLEWNIK WYROBÓW CERAMICZNYCH
731408;Sortowacz ceramiki
731408;SORTOWACZ-BRAKARZ CERAMIKI
731409;SZKLIWIERZ CERAMIKI
731409;Szkliwierz wyrobów ceramicznych
731409;Szkliwierz wyrobów ogniotrwałych
731410;Operator automatów ceglarskich
731410;OPERATOR AUTOMATÓW CEGLARSKICH I WAPIENNO-PIASKARSKICH
731410;Operator automatów wapienno piaskarskich
731410;Operator urządzeń do produkcji klinkieru
731410;Operator urządzeń do produkcji mieszanek tynkarskich
731410;Operator urządzeń do produkcji tynków szlachetnych
731490;Krajacz ceramiki
731490;POZOSTALI CERAMICY I POKREWNI
731501;Formowacz ozdób choinkowych
731501;Formowacz szkła
731501;Formowacz szkła kryształowego
731501;Formowacz szkła prasowanego
731501;FORMOWACZ WYROBÓW SZKLANYCH
731502;Dmuchacz ozdób choinkowych
731502;Dmuchacz szkła
731502;Dmuchacz szkła laboratoryjnego
731502;HUTNIK DMUCHACZ SZKŁA
731502;Hutnik szkła artystycznego
731502;Hutnik szkła gospodarczego
731502;Hutnik szkła kryształowego
731502;Hutnik szkła oświetleniowego
731503;KRAJACZ SZKŁA
731503;Przecinacz szkła
731504;Czyściarz szkła ołowiowego
731504;Oczyszczacz szkła ołowiowego (kryształy)
731504;RĘCZNY POLEROWACZ SZKŁA
731504;Wycieracz wyrobów za szkła kryształowego
731505;Brakarz szkła oświetleniowego
731505;Brakarz wyrobów szklanych
731505;Sortier szkła
731505;Sortowacz szkła
731505;SORTOWACZ-BRAKARZ SZKŁA
731506;Retuszer szkieł optycznych
731506;Szlifierz szkieł optycznych
731506;SZLIFIERZ-POLEROWACZ SZKŁA OPTYCZNEGO
731507;Docieracz szkła gospodarczego i technicznego
731507;SZLIFIERZ SZKŁA GOSPODARCZEGO I TECHNICZNEGO
731507;Szlifierz szkła technicznego
731508;SZLIFIERZ SZKŁA PŁASKIEGO
