symbol;nazwa
251190;POZOSTALI ANALITYCY SYSTEMÓW KOMPUTEROWYCH
251201;Senior ui  /  ux developer
251201;SPECJALISTA DO SPRAW DOSKONALENIA I ROZWOJU APLIKACJI
251202;SPECJALISTA DO SPRAW ROZWOJU OPROGRAMOWANIA SYSTEMÓW INFORMATYCZNYCH
251203;SPECJALISTA DO SPRAW TECHNOLOGII BLOCKCHAIN
251290;POZOSTALI SPECJALIŚCI DO SPRAW ROZWOJU SYSTEMÓW INFORMATYCZNYCH
251301;ARCHITEKT STRON INTERNETOWYCH
251302;PROJEKTANT APLIKACJI MULTIMEDIALNYCH, ANIMACJI I GIER KOMPUTEROWYCH
251302;Projektant komputerowych aplikacji użytkowych
251303;SPECJALISTA DO SPRAW ROZWOJU STRON INTERNETOWYCH
251390;POZOSTALI PROJEKTANCI APLIKACJI SIECIOWYCH I MULTIMEDIÓW
251401;Główny programista
251401;Koordynator programów
251401;Programista analityk systemów przetwarzania danych
251401;PROGRAMISTA APLIKACJI
251401;Programista aplikacyjny
251401;Programista baz danych
251401;Programista internetowy
251401;Programista narzędziowy
251401;Programista przetwarzania danych
251401;Programista systemów informatycznych
251401;Programista systemów łączności komputerowej
251402;PROGRAMISTA APLIKACJI MOBILNYCH
251403;PROJEKTANT INTERFEJSU UŻYTKOWNIKA
251404;SPECJALISTA DO SPRAW JAKOŚCI OPROGRAMOWANIA
251490;POZOSTALI PROGRAMIŚCI APLIKACJI
251490;Webdeveloper
251901;INFORMATYK MEDYCZNY
251902;Architekt domeny
251902;SPECJALISTA ZASTOSOWAŃ INFORMATYKI
251903;TESTER OPROGRAMOWANIA KOMPUTEROWEGO
251904;Specjalista do spraw wdrożeń programów informatycznych
251904;TESTER SYSTEMÓW TELEINFORMATYCZNYCH
251904;Wdrożeniowiec systemów informatycznych
251904;Wdrożeniowiec zintegrowanych systemów komputerowych
251905;SPECJALISTA SYSTEMÓW ROZPOZNAWANIA MOWY
251906;INŻYNIER INTERNETU RZECZY
251907;SPECJALISTA DO SPRAW CHMURY OBLICZENIOWEJ (CLOUD COMPUTING)
251908;SPECJALISTA DO SPRAW ROZWOJU SZTUCZNEJ INTELIGENCJI
251909;SPECJALISTA DO SPRAW UCZENIA MASZYNOWEGO
251910;SPECJALISTA DO SPRAW WIRTUALNEJ RZECZYWISTOŚCI
251911;SPECJALISTA DO SPRAW INFORMATYKI PRZEMYSŁOWEJ
251990;POZOSTALI ANALITYCY SYSTEMÓW KOMPUTEROWYCH I PROGRAMIŚCI GDZIE INDZIEJ NIESKLASYFIKOWANI
252101;ADMINISTRATOR BAZ DANYCH
252102;ANALITYK BAZ DANYCH (DATA SCIENTLIST)
252103;PROJEKTANT BAZ DANYCH
252190;POZOSTALI PROJEKTANCI I ADMINISTRATORZY BAZ DANYCH
252201;ADMINISTRATOR SYSTEMÓW KOMPUTEROWYCH
252202;ADMINISTRATOR ZINTEGROWANYCH SYSTEMÓW ZARZĄDZANIA
252290;POZOSTALI ADMINISTRATORZY SYSTEMÓW KOMPUTEROWYCH
252301;ANALITYK SIECI KOMPUTEROWYCH
252302;Inżynier budowy systemów komputerowych
252302;Inżynier obsługi systemów komputerowych
252302;Inżynier sieci informatycznych
252302;INŻYNIER SYSTEMÓW I SIECI KOMPUTEROWYCH
252390;POZOSTALI SPECJALIŚCI DO SPRAW SIECI KOMPUTEROWYCH
252901;SPECJALISTA BEZPIECZEŃSTWA OPROGRAMOWANIA
252902;SPECJALISTA DO SPRAW CYBERBEZPIECZEŃSTWA
252902;Specjalista do spraw bezpieczeństwa systemów teleinformatycznych
252903;SPECJALISTA DO SPRAW SYSTEMÓW ZARZĄDZANIA BEZPIECZEŃSTWEM INFORMACJI
252904;SPECJALISTA DO SPRAW INFORMATYKI ŚLEDCZEJ
252990;POZOSTALI SPECJALIŚCI DO SPRAW BAZ DANYCH I SIECI KOMPUTEROWYCH GDZIE INDZIEJ NIESKLASYFIKOWANI
261101;ADWOKAT
261101;Mecenas
261102;Asesor prokuratorski
261102;PROKURATOR
261102;Rzecznik dyscyplinarny
261102;Wiceprokurator
261102;Wizytator prokuratorski
261103;Doradca prawny
261103;RADCA PRAWNY
261201;Asesor sądowy
261201;SĘDZIA
261201;Wizytator sędziowski
261901;ASYSTENT PRAWNY
261901;Referent prawno-administracyjny
261901;Referent prawny
261902;ASYSTENT PROKURATORA
261903;ASYSTENT SĘDZIEGO
261904;Asesor komorniczy
261904;KOMORNIK SĄDOWY
261905;Asesor notarialny
261905;NOTARIUSZ
261905;Wizytator notarialny
261906;LEGISLATOR
261907;RADCA PROKURATORII GENERALNEJ RZECZPOSPOLITEJ POLSKIEJ
261907;Radca Prokuratorii Generalnej Skarbu Państwa
261908;REFERENDARZ SĄDOWY
261909;DORADCA DO SPRAW ODSZKODOWAŃ
261910;SPECJALISTA DO SPRAW OCHRONY WŁASNOŚCI INTELEKTUALNEJ
261911;ANALITYK KRYMINALNY
261990;Aplikant adwokacki
261990;Aplikant komorniczy
261990;Aplikant notarialny
261990;Aplikant prokuratorski
261990;Aplikant radcowski
261990;Aplikant referendarski
261990;Aplikant sądowy
261990;Asystent do spraw prawnych
261990;POZOSTALI SPECJALIŚCI Z DZIEDZINY PRAWA GDZIE INDZIEJ NIESKLASYFIKOWANI
262101;Adiunkt archiwalny
262101;ARCHIWISTA
262101;Dokumentalista w archiwum
262101;Inwentaryzator zbiorów archiwalnych
262101;Konserwator archiwalny
262101;Kustosz archiwalny
262102;Adiunkt muzealny
262102;Kustosz muzealny
262102;MUZEALNIK
262201;ANALITYK INFORMACJI I RAPORTÓW MEDIALNYCH
262202;ANALITYK RUCHU NA STRONACH INTERNETOWYCH
262203;Adiunkt biblioteczny
262203;Bibliograf
262203;Bibliotekarz zbiorów specjalnych
262203;BIBLIOTEKOZNAWCA
262203;Dokumentalista prac bibliotecznych
262203;Inwentaryzator zbiorów bibliotecznych
262203;Konserwator zbiorów  bibliotecznych
262203;Kustosz biblioteczny
262203;Kustosz dyplomowany
262203;Starszy bibliotekarz
262204;BROKER INFORMACJI (RESEARCHER)
262205;MENEDŻER ZAWARTOŚCI SERWISÓW INTERNETOWYCH
262206;SPECJALISTA INFORMACJI NAUKOWEJ, TECHNICZNEJ I EKONOMICZNEJ
262207;SPECJALISTA ZARZĄDZANIA INFORMACJĄ
262208;SPECJALISTA ZARZĄDZANIA DOKUMENTACJĄ
262290;POZOSTALI BIBLIOTEKOZNAWCY I SPECJALIŚCI ZARZĄDZANIA INFORMACJĄ
263101;EKONOMETRYK
263102;Analityk ekonomiczny
263102;EKONOMISTA
263102;Ekspert do spraw ekonomicznych
263190;POZOSTALI EKONOMIŚCI
263201;ARCHEOLOG
263202;ETNOGRAF
263203;Filmoznawca
263203;KULTUROZNAWCA
263203;Medioznawca
263203;Prasoznawca
263203;Sekretarz literacki
263203;Teatrolog
263204;SOCJOLOG
263205;ANTROPOLOG
263206;KRYMINOLOG
263207;RELIGIOZNAWCA
263290;POZOSTALI ARCHEOLODZY, SOCJOLODZY I SPECJALIŚCI DZIEDZIN POKREWNYCH
263301;FILOZOF
263302;HISTORYK
263303;HISTORYK SZTUKI
263304;POLITOLOG
263305;SPECJALISTA POLITYKI SPOŁECZNEJ
263306;TEOLOG
263390;POZOSTALI FILOZOFOWIE, HISTORYCY I POLITOLODZY
263401;Magister psychologii
263401;PSYCHOLOG
263401;Psychotechnik
263402;PSYCHOLOG BIZNESU
263403;PSYCHOLOG KLINICZNY
263404;PSYCHOLOG ORGANIZACJI
263405;PSYCHOLOG SPORTOWY
263406;PSYCHOLOG WYCHOWAWCZY
263407;SPECJALISTA DO SPRAW UZALEŻNIEŃ OD MEDIÓW CYFROWYCH
263408;GRAFOLOG
263409;SPECJALISTA MARKETINGU SPOŁECZNEGO
263490;POZOSTALI PSYCHOLODZY I POKREWNI
263501;KURATOR SĄDOWY
263502;MEDIATOR
263503;SPECJALISTA PORADNICTWA PSYCHOSPOŁECZNEGO I RODZINNEGO
263504;SPECJALISTA PRACY SOCJALNEJ
263505;SPECJALISTA RESOCJALIZACJI
263506;WYCHOWAWCA W JEDNOSTKACH PENITENCJARNYCH
263507;MEDIATOR SĄDOWY
263508;KOORDYNATOR RODZINNEJ PIECZY ZASTĘPCZEJ
263509;SPECJALISTA DO SPRAW ADOPCJI
263510;SPECJALISTA KOMUNIKACJI SPOŁECZNEJ
263511;SPECJALISTA DO SPRAW OCHRONY PRAW DZIECKA I RODZINY
263590;POZOSTALI SPECJALIŚCI DO SPRAW SPOŁECZNYCH
263601;DUCHOWNY RELIGII MOJŻESZOWEJ
263601;Rabin
263602;DUCHOWNY RELIGII MUZUŁMAŃSKIEJ
263602;Imam
263603;Batiuszka
263603;Biskup prawosławny
263603;DUCHOWNY WYZNANIA PRAWOSŁAWNEGO
263603;Kapłan prawosławny
263603;Ksiądz prawosławny
263604;Biskup
263604;DUCHOWNY WYZNANIA RZYMSKOKATOLICKIEGO
263604;Kapelan
263604;Kapłan
263604;Kardynał
263604;Ksiądz
263604;Misjonarz
263604;Proboszcz
263604;Wikary
263605;DUCHOWNY WYZNANIA EWANGELICKIEGO
263605;Ksiądz ewangelicki
263605;Pastor
263606;Brat zakonny
263606;Siostra zakonna
263606;Zakonnica
263606;ZAKONNIK (BEZ ŚWIĘCEŃ KAPŁAŃSKICH)
263690;POZOSTALI DUCHOWNI I OSOBY KONSEKROWANE
264101;EDYTOR MATERIAŁÓW ŹRÓDŁOWYCH
264102;Literat
264102;PISARZ
264102;Powieściopisarz
264102;Prozaik
264103;POETA
264104;REDAKTOR WYDAWNICZY
264105;SCENARZYSTA
264190;POZOSTALI LITERACI I INNI AUTORZY TEKSTÓW
264201;Dziennikarz prasowy
264201;Dziennikarz radiowy
264201;Dziennikarz telewizyjny
264201;DZIENNIKARZ
264201;Komentator
264201;Korespondent prasowy
264201;Publicysta
264202;FOTOEDYTOR
264203;KRYTYK ARTYSTYCZNY
264203;Krytyk filmowy
264203;Krytyk literacki
264203;Krytyk muzyczny
264203;Krytyk teatralny
264204;REDAKTOR PROGRAMOWY
264205;Reportażysta
264205;REPORTER RADIOWY / TELEWIZYJNY / PRASOWY
264206;KRYTYK KULINARNY
264207;REDAKTOR SERWISU INTERNETOWEGO
264208;REDAKTOR NACZELNY
264290;POZOSTALI DZIENNIKARZE
264301;FILOLOG KLASYCZNY
264301;Łacinnik
264302;Anglista
264302;Arabista
264302;FILOLOG JĘZYKA NOWOŻYTNEGO
264302;Filolog obcojęzyczny
264302;Germanista
264302;Orientalista
264302;Romanista
264302;Rusycysta
264302;Slawista
264303;FILOLOG POLSKI
264303;Polonista filolog
264304;Dialogista
264304;Tłumacz audiowizualny
264304;Tłumacz języka angielskiego
264304;Tłumacz języka arabskiego
264304;Tłumacz języka chińskiego
264304;Tłumacz języka francuskiego
264304;Tłumacz języka hiszpańskiego
264304;Tłumacz języka japońskiego
264304;Tłumacz języka niemieckiego
264304;Tłumacz języka rosyjskiego
264304;Tłumacz języka włoskiego
264304;Tłumacz konferencyjny ustny
264304;Tłumacz tekstów
264304;TŁUMACZ
264305;TŁUMACZ PRZYSIĘGŁY
264310;TŁUMACZ JĘZYKA MIGOWEGO
264390;Asystent tłumacz
264390;POZOSTALI FILOLODZY I TŁUMACZE
265101;ARTYSTA FOTOGRAFIK
265102;ARTYSTA GRAFIK
265103;ARTYSTA MALARZ
265104;ARTYSTA RZEŹBIARZ
265105;Adiunkt konserwatorski
265105;Asystent konserwatorski
265105;Konserwator antyków
265105;KONSERWATOR DZIEŁ SZTUKI
265105;Konserwator muzealny
265105;Renowator muzealny
265105;Restaurator witraży
265106;SCENOGRAF
265107;Konserwator detali architektonicznych
265107;KONSERWATOR ZABYTKÓW ARCHITEKTURY
265190;POZOSTALI ARTYŚCI PLASTYCY
265201;Akompaniator muzyczny
265201;INSTRUMENTALISTA
265201;Koncertmistrz
265201;Muzyk sesyjny
265202;Artysta muzyk chórmistrz
265202;Artysta śpiewak
265202;Solista
265202;Śpiewak operowy / operetkowy
265202;WOKALISTA
265203;DYRYGENT
265203;Kapelmistrz
265204;KOMPOZYTOR
265205;REŻYSER DŹWIĘKU
265206;MUZYKOLOG
265207;PIOSENKARZ
265290;POZOSTALI KOMPOZYTORZY, ARTYŚCI MUZYCY I ŚPIEWACY
265301;CHOREOGRAF
265302;Artysta baletu
265302;Baletmistrz
265302;Primabalerina
265302;Solista baletowy
265302;TANCERZ BALETOWY
265390;POZOSTALI CHOREOGRAFOWIE I TANCERZE
265401;ASYSTENT REŻYSERA FILMOWEGO
265402;OPERATOR OBRAZU
265403;PRODUCENT FILMOWY
265404;PRODUCENT TEATRALNY
265405;PRODUCENT TELEWIZYJNY
265406;REALIZATOR PROGRAMU TELEWIZYJNEGO / RADIOWEGO
265407;REŻYSER FILMOWY
265408;REŻYSER TEATRALNY
265408;Reżyser teatru lalek
265409;REŻYSER TELEWIZYJNY / RADIOWY
265410;KIEROWNIK PRODUKCJI FILMOWEJ / TELEWIZYJNEJ / RADIOWEJ
265411;PRODUCENT MUZYCZNY
265490;POZOSTALI PRODUCENCI FILMOWI, REŻYSERZY I POKREWNI
265501;AKTOR
265502;AKTOR LALKARZ
265503;MIM
265590;POZOSTALI AKTORZY
265601;KOMENTATOR SPORTOWY
265602;KONFERANSJER
265603;LEKTOR DIALOGÓW FILMOWYCH I RADIOWYCH
265604;PREZENTER MUZYCZNY (DJ / DIDŻEJ)
265605;PREZENTER TELEWIZYJNY
265606;SPIKER RADIOWY
265690;POZOSTALI PREZENTERZY RADIOWI, TELEWIZYJNI I POKREWNI
265901;TWÓRCA LUDOWY
265902;BLOGER / VLOGER
265990;POZOSTALI TWÓRCY I ARTYŚCI GDZIE INDZIEJ NIESKLASYFIKOWANI
311101;Chemik laborant
311101;LABORANT CHEMICZNY
311101;Laborant ochrony środowiska
311101;Laborant oczyszczalni ścieków
311101;Laborant przemysłowy
311101;Laborantka analiz chemicznych
311101;Technik laborant
311102;Kontroler probierczy
311102;PROBIERZ
311102;Próbobiorca górniczy
311103;Analityk chemiczny
311103;TECHNIK ANALITYK
311104;Asystent dokumentatora geodezyjnego
311104;Asystent geodety
311104;Dokumentator geodezyjny
311104;Inspektor do spraw geodezyjnych
311104;Mierniczy
311104;Pomiarowy geodezyjny
311104;TECHNIK GEODETA
311104;Technik geodezyjny
311105;TECHNIK GEOFIZYK
311106;Asystent dokumentatora geologicznego
311106;Asystent geologa
311106;Dokumentator geologiczny
311106;TECHNIK GEOLOG
311107;Technik hydrograf
311107;TECHNIK HYDROLOG
311108;TECHNIK METEOROLOG
311109;TECHNIK METROLOG
311109;Technik pomiarowy
311190;POZOSTALI TECHNICY NAUK CHEMICZNYCH, FIZYCZNYCH I POKREWNI
311201;Kalkulator budowlany
311201;KOSZTORYSANT BUDOWLANY
311201;Kosztorysant instalacji sanitarnych
311202;Laborant betonu
311202;LABORANT BUDOWLANY
311202;Laborant drogowy
311203;Asystent projektanta planowania przestrzennego
311203;Asystent w biurze projektowym
311203;TECHNIK ARCHITEKT
311204;Asystent projektanta budowlanego
311204;Asystent projektanta konstrukcji budowlanych
311204;Technik budowlany 
311204;Technik budowlany - projektant
311204;TECHNIK BUDOWNICTWA
311204;Technik budownictwa ogólnego
311204;Technik robót remontowo budowlanych
311205;TECHNIK BUDOWNICTWA WODNEGO
311206;Asystent projektanta dróg
311206;Drogomistrz
311206;Projektant budowy dróg
311206;Technik budowy mostów
311206;TECHNIK DROGOWNICTWA
311206;Technik drogowy
311207;Inspektor nawierzchni i podtorza kolejowego
311207;TECHNIK DRÓG I MOSTÓW KOLEJOWYCH
311208;Inspektor nadzoru do spraw melioracji
311208;Inspektor służby wodno - melioracyjnej
311208;Meliorant - inspektor nadzoru
311208;Referent do spraw gospodarki wodno ściekowej
311208;TECHNIK INŻYNIERII ŚRODOWISKA I MELIORACJI
311208;Technik melioracji
311209;Asystent projektanta instalacji sanitarnych
311209;Technik budowlany instalacji sanitarnych
311209;Technik instalacji i urządzeń sanitarnych
311209;TECHNIK URZĄDZEŃ SANITARNYCH
311210;TECHNIK RENOWACJI ELEMENTÓW ARCHITEKTURY
311211;INSPEKTOR BUDOWLANY
311212;INSPEKTOR BUDOWY DRÓG
311213;INSPEKTOR BUDOWY MOSTÓW
311214;INSPEKTOR OCHRONY PRZECIWPOŻAROWEJ
311215;MOSTOWNICZY
311216;TECHNIK BUDOWY DRÓG
311217;TECHNIK DRÓG KOLEJOWYCH I OBIEKTÓW INŻYNIERYJNYCH
311218;TECHNIK INŻYNIERII SANITARNEJ
311219;TECHNIK ROBÓT WYKOŃCZENIOWYCH W BUDOWNICTWIE
311220;TECHNIK BUDOWNICTWA KOLEJOWEGO
311221;TECHNIK DEKARSTWA
311290;POZOSTALI TECHNICY BUDOWNICTWA
311302;TECHNIK ELEKTROENERGETYK TRANSPORTU SZYNOWEGO
311303;Inspektor nadzoru elektrycznego
311303;Projektant instalacji elektrycznych
311303;Technik elektromechanik
311303;TECHNIK ELEKTRYK
311304;Dyspozytor trakcji
311304;TECHNIK ELEKTRYK KOLEJOWYCH SIECI ELEKTROENERGETYCZNYCH
311305;TECHNIK ELEKTRYK SAMOCHODOWY
311306;TECHNIK ELEKTRYK URZĄDZEŃ ZABEZPIECZENIA I STEROWANIA RUCHEM KOLEJOWYM
311307;Dyspozytor energetyczny
311307;Dyspozytor mocy elektrycznej
311307;Dyspozytor podstacji
311307;Dyspozytor rejonu energetycznego
311307;Dyspozytor ruchu elektrycznego
311307;Dyspozytor ruchu energetycznego
311307;Dyspozytor ruchu urządzeń energetycznych
311307;Dyspozytor sieci
311307;Dyspozytor sieci elektroenergetycznej
311307;Dyspozytor sieci i zasilania
311307;Dyspozytor zasilania
311307;Technik do spraw linii wysokiego napięcia
311307;TECHNIK ENERGETYK
311390;POZOSTALI TECHNICY ELEKTRYCY
311401;DIAGNOSTA KOLEJOWY
311402;INSTALATOR SYSTEMÓW ALARMOWYCH
311403;INSTALATOR SYSTEMÓW ALARMOWYCH PRZECIWKRADZIEŻOWYCH
311403;Instalator systemów antywłamaniowych
311404;Instalator systemów monitoringu
311404;INSTALATOR SYSTEMÓW TELEWIZJI PRZEMYSŁOWEJ
311406;PROJEKTANT SYSTEMÓW ALARMOWYCH
311406;Projektant systemów antywłamaniowych
311407;TECHNIK AUTOMATYK STEROWANIA RUCHEM KOLEJOWYM
311408;TECHNIK ELEKTRONIK
311408;Technik konserwator maszyn elektronicznych
311408;Technik rtv
311408;Technik serwisu urządzeń elektronicznych
311409;TECHNIK ELEKTRONIKI MEDYCZNEJ
311410;TECHNIK MECHATRONIK
311411;TECHNIK ELEKTRONIKI I INFORMATYKI MEDYCZNEJ
311412;TECHNIK SZEROKOPASMOWEJ KOMUNIKACJI ELEKTRONICZNEJ
311413;TECHNIK ROBOTYK
311490;POZOSTALI TECHNICY ELEKTRONICY I POKREWNI
311490;Technik elektronik samochodowy
311501;Diagnosta pojazdów
311501;Diagnosta samochodowy
311501;DIAGNOSTA UPRAWNIONY DO WYKONYWANIA BADAŃ TECHNICZNYCH POJAZDÓW
311503;Kontroler pojazdów samochodowych
311503;KONTROLER STANU TECHNICZNEGO POJAZDÓW
311504;TECHNIK MECHANIK
311504;Technik technolog obróbki plastycznej metali
311504;Technolog mechanik
311505;TECHNIK MECHANIK BUDOWY ŚRODKÓW TRANSPORTU
311506;TECHNIK MECHANIK EKSPLOATACJI ŚRODKÓW TRANSPORTU
311508;Technik gospodarki maszynami
311508;TECHNIK MECHANIK MASZYN I URZĄDZEŃ
311509;TECHNIK MECHANIK OBRÓBKI SKRAWANIEM
311509;Technolog technik obróbki skrawaniem
311510;Legalizator manometrów
311510;Legalizator wodomierzy
311510;TECHNIK MECHANIK PRECYZYJNY
311511;TECHNIK MECHANIK URZĄDZEŃ PRZEMYSŁOWYCH
311512;Instruktor mechanizacji rolnictwa
311512;Technik agromechanik
311512;TECHNIK MECHANIZACJI ROLNICTWA
311513;Technik mechanik samochodowy
311513;TECHNIK POJAZDÓW SAMOCHODOWYCH
311514;TECHNIK UTRZYMANIA RUCHU
311515;TECHNIK MECHANIZACJI ROLNICTWA I AGROTRONIKI
311516;TECHNIK SPAWALNICTWA
311517;KONTROLER JAKOŚCI POŁĄCZEŃ SPAWANYCH
311518;TECHNIK POJAZDÓW KOLEJOWYCH
311590;POZOSTALI TECHNICY MECHANICY
311601;TECHNIK PAPIERNICTWA
311601;Technik przetwórstwa papierniczego
311601;Technolog produkcji papieru
311602;TECHNIK PRZETWÓRSTWA TWORZYW SZTUCZNYCH
311602;Technik technologii materiałów światłoczułych
311603;Technik technolog procesów chemicznych
311603;TECHNIK TECHNOLOGII CHEMICZNEJ
311604;Technik produkcji leków
311604;TECHNIK TECHNOLOGII ŚRODKÓW FARMACEUTYCZNYCH
311605;TECHNIK TECHNOLOGII ŚRODKÓW KOSMETYCZNYCH
311605;Technolog produkcji kosmetyków
311606;TECHNIK ZABEZPIECZEŃ PRZECIWKOROZYJNYCH
311607;TECHNIK POSTĘPOWANIA ZE ŹRÓDŁAMI PROMIENIOTWÓRCZYMI
311690;POZOSTALI TECHNICY CHEMICY I POKREWNI
311701;Technik górnictwa miedziowego
311701;TECHNIK GÓRNICTWA ODKRYWKOWEGO
311701;Technik górnictwa węgla brunatnego
311701;Technik torfiarstwa
311702;Technik eksploatacji złóż ropy naftowej
311702;Technik eksploatacji złóż siarki
311702;TECHNIK GÓRNICTWA OTWOROWEGO
311702;Technik technolog wydobycia solanki
311703;Dyspozytor służby ratownictwa górniczego
311703;Inspektor do spraw akcji ratowniczych w kopalniach
311703;Inspektor do spraw organizacji ratownictwa górniczego
311703;Inspektor ratownictwa górniczego
311703;TECHNIK GÓRNICTWA PODZIEMNEGO
311703;Technik górnictwa węgla kamiennego
311704;TECHNIK HUTNIK
311704;Technik urządzeń do ciągnienia i tłoczenia metali
311704;Technik urządzeń do obróbki cieplnej metali
311704;Technik urządzeń do wytopu metali
311704;Technik urządzeń walcowniczych
311705;TECHNIK ODLEWNIK
311705;Technik urządzeń odlewniczych
311706;Technik koksownik
311706;TECHNIK PRZERÓBKI KOPALIN STAŁYCH
311706;Technik przeróbki rud metali
311706;Technik przeróbki węgla
311707;TECHNIK WIERTNIK
311708;TECHNIK PRZEMYSŁU METALURGICZNEGO
311708;Technik metalurg
311709;TECHNIK PODZIEMNEJ EKSPLOATACJI KOPALIN INNYCH NIŻ WĘGIEL KAMIENNY
311790;POZOSTALI TECHNICY GÓRNICTWA, METALURGII I POKREWNI
311801;Kreślarz geodezyjny
311801;RYSOWNIK GEODEZYJNY
311802;RYSOWNIK KARTOGRAFICZNY
311802;Rysownik map
311802;Technik kartograf
311803;OPERATOR CAD
311890;Kreślarz komputerowy
311890;Kreślarz konstruktor
311890;Kreślarz techniczny
311890;Operator autocad
311890;POZOSTALI KREŚLARZE
311890;Rysownik wzorów technicznych
311890;Technik kreślarz
311901;CECHOWNICZY
311902;MONTER URZADZEŃ MEDYCZNYCH
311902;Kontroler spawu
311903;KOREKTOR I STROICIEL INSTRUMENTÓW MUZYCZNYCH
311903;Korektor instrumentów muzycznych
311903;Stroiciel elektronicznych instrumentów muzycznych
311903;Stroiciel instrumentów muzycznych
311904;OPERATOR BADAŃ DEFEKTOSKOPOWYCH
311905;OPERATOR REAKTORA
311906;PRACOWNIK OBSŁUGI BANKOMATÓW
311906;Serwisant bankomatów
311906;Technik obsługi bankomatów
311907;Konserwator aparatury medycznej
311907;Konserwator sprzętu medycznego
311907;Konserwator sprzętu radiologicznego
311907;Konserwator urządzeń medycznych
311907;Mechanik konserwator urządzeń medycznych
311907;Mechanik sprzętu medycznego
311907;Serwisant aparatury medycznej
311907;SERWISANT URZĄDZEŃ MEDYCZNYCH
311908;TECHNIK AKUSTYK
311909;Inspektor nadzoru systemów automatyki
311909;Inspektor nadzoru systemów sterowania i automatyki
311909;TECHNIK AUTOMATYK
311910;TECHNIK BUDOWNICTWA OKRĘTOWEGO
311910;Technik budowy statków
311911;TECHNIK CYFROWYCH PROCESÓW GRAFICZNYCH
311912;TECHNIK GARBARZ
311913;Maszynista stacji redukcyjnej gazu
311913;Technik eksploatacji złóż gazu
311913;TECHNIK GAZOWNICTWA
311914;TECHNIK INSTRUMENTÓW MUZYCZNYCH
311914;Technik lutnik
311915;Inspektor do spraw organizacji i normowania pracy
311915;Inspektor normowania pracy
311915;Referent do spraw normowania pracy
311915;Referent do spraw organizacji pracy
311915;Technik normowania czasu pracy
311915;TECHNIK NORMOWANIA PRACY
311915;Technolog normowania pracy
311916;TECHNIK OBUWNIK
311916;Technik przetwórstwa skóry obuwnictwo
311917;Inspektor do spraw racjonalizacji
311917;Inspektor nadzoru technicznego
311917;Kalkulator działu technologicznego
311917;Kalkulator napraw
311917;Kalkulator norm
311917;Kalkulator produkcji
311917;Organizator produkcji
311917;Referent do spraw przygotowania produkcji
311917;Technik gospodarki materiałowej
311917;TECHNIK ORGANIZACJI PRODUKCJI
311917;Technik planowania i organizacji produkcji
311917;Technik rozliczania produkcji
311918;TECHNIK POLIGRAF
311919;Aspirant pożarnictwa
311919;Aspirant straży pożarnej
311919;Dowódca sekcji straży pożarnej
311919;Dowódca sekcji zakładowej straży pożarnej
311919;Dyspozytor straży pożarnej
311919;Inspektor straży pożarnej
311919;TECHNIK POŻARNICTWA
311920;TECHNIK SYSTEMÓW ZABEZPIECZEŃ TECHNICZNYCH OSÓB I MIENIA
311921;TECHNIK TECHNOLOGII CERAMICZNEJ
311921;Technik technologii ceramiki
311921;Technik technologii materiałów ogniotrwałych
311921;Technik technologii materiałów ściernych
311922;Technik meblarstwa
311922;Technik meblowy
311922;Technik technolog drewna
311922;Technik technolog obróbki drewna
311922;Technik technolog wyrobów wikliniarskich
311922;TECHNIK TECHNOLOGII DREWNA
311923;Technik technolog sylikatów
311923;Technik technologii betonów
311923;Technik technologii betonów komórkowych
311923;Technik technologii budowlanych materiałów wiążących
311923;TECHNIK TECHNOLOGII MATERIAŁÓW BUDOWLANYCH
311923;Technik technologii materiałów izolacji budowlanej
311924;Technik odzieżowy
311924;Technik technolog krawiectwa
311924;Technik technolog odzieży
311924;Technik technolog przemysłu odzieżowego
311924;TECHNIK TECHNOLOGII ODZIEŻY
311925;Technik przetwórstwa szkła
311925;Technik szklarz
311925;TECHNIK TECHNOLOGII SZKŁA
311926;Technik futrzarstwa
311926;TECHNIK TECHNOLOGII WYROBÓW SKÓRZANYCH
311926;Technolog przetwórstwa skóry
311927;Kontroler służby drogowej
311927;TECHNIK TRANSPORTU DROGOWEGO
311928;Inspektor bezpieczeństwa ruchu kolejowego
311928;Inspektor kolejnictwa
311928;Inspektor kolejowego dozoru technicznego
311928;Technik kolejnictwa
311928;TECHNIK TRANSPORTU KOLEJOWEGO
311929;TECHNIK CHŁODNICTWA I KLIMATYZACJI
311930;Technik technolog systemów energii odnawialnej
311930;TECHNIK URZĄDZEŃ I SYSTEMÓW ENERGETYKI ODNAWIALNEJ
311931;TECHNIK WŁÓKIENNICZYCH WYROBÓW DEKORACYJNYCH
311932;Technik technolog włókiennictwa
311932;TECHNIK WŁÓKIENNIK
311933;STROICIEL FORTEPIANÓW I PIANIN
311934;TECHNIK BUDOWY FORTEPIANÓW I PIANIN
311935;TECHNIK PROCESÓW DRUKOWANIA
311936;TECHNIK PROCESÓW INTROLIGATORSKICH
311937;Kontroler jakości wyrobów elektronicznych
311937;Kontroler jakości wyrobów elektrycznych
311937;Kontroler jakości wyrobów mechanicznych
311937;KONTROLER JAKOŚCI WYROBÓW PRZEMYSŁOWYCH
311939;TECHNIK KONSERWATOR URZĄDZEŃ DŹWIGOWYCH
311940;TECHNIK URZĄDZEŃ DŹWIGOWYCH
311941;TECHNIK PRZEMYSŁU MODY
