,data,31001000000,31002000000,31003000000,31004000000,31005000000,31006000000,31009000000
2011-11-25,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-28,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-29,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-02,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-03,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-04,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-05,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-06,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-07,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-08,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-09,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-11,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-12,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-13,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-14,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-15,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-16,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-19,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-20,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-21,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-22,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-23,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-27,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-28,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-29,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-30,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-31,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
