regon;nazwa;pkd_glowne;pkdn7
36645126500000;MICHAŁ BAŃBUŁA B&B                                   ;4511Z;4511Z
36645126500000;MICHAŁ BAŃBUŁA B&B                                   ;4511Z;4932Z
36645200000000;Rafał Kraskowski                                     ;4520Z;4520Z
36645213500000;F.A.N SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA                                                        ;4511Z;4511Z
36645213500000;F.A.N SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA                                                        ;4511Z;4520Z
36645213500000;F.A.N SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA                                                        ;4511Z;4532Z
36645213500000;F.A.N SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA                                                        ;4511Z;6820Z
36645213500000;F.A.N SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA                                                        ;4511Z;7712Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;7410Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4791Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;8810Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;8891Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4791Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4334Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4644Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4752Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4941Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;5610A
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4333Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;8899Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4673Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;4719Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;6312Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;3314Z
36645249000000;YAMADO ANNA DULBAN                                   ;4791Z;7311Z
36645287900000;"BOGUMIŁA KONSEWICZ FIRMA HANDLOWO-USŁUGOWA ""MIKA""    ";4789Z;4719Z
36645287900000;"BOGUMIŁA KONSEWICZ FIRMA HANDLOWO-USŁUGOWA ""MIKA""    ";4789Z;4782Z
36645287900000;"BOGUMIŁA KONSEWICZ FIRMA HANDLOWO-USŁUGOWA ""MIKA""    ";4789Z;4789Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4771Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4772Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4779Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4781Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4782Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4721Z
36645347100000;Wacława Auguścińska                                  ;4779Z;4789Z
36645357700000;Fluffyhome Anna Jacykiewicz                          ;4791Z;4791Z
36645357700000;Fluffyhome Anna Jacykiewicz                          ;4791Z;4649Z
36645357700000;Fluffyhome Anna Jacykiewicz                          ;4791Z;4642Z
36645357700000;Fluffyhome Anna Jacykiewicz                          ;4791Z;4751Z
36645357700000;Fluffyhome Anna Jacykiewicz                          ;4791Z;4782Z
36645357700000;Fluffyhome Anna Jacykiewicz                          ;4791Z;4641Z
