regon;nazwa;pkd_glowne;pkdn7
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;4520Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;4511Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;4519Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;4531Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;4532Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;4540Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;7711Z
36090349900000;Auto serwis Rafko Rafał KOWALCZYK                    ;4520Z;7712Z
36090396700000;GRUPA MIKOŁÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;4719Z;4719Z
36090499000000;"ZAKŁAD BLACHARSKO-LAKIERNICZY ""CAR SERVICE II"" SINKIEWICZ KAZIMIERZ                                                     ";4520Z;4520Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;7420Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;4511Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;4532Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;5911Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;6820Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;6831Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;6832Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;7022Z
38496606700000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;7410Z
36090521600000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;4711Z
36090521600000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;4719Z
36090521600000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;4725Z
36090521600000;LOMI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ         ;4711Z;4726Z
