,data,31001000000,31002000000,31003000000,31004000000,31005000000,31006000000,31009000000
2012-03-13,4260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-14,4363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-15,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-16,3958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-18,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-19,4559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,4209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-21,3960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-22,3812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-23,3853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-24,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-25,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-26,4907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,4937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-28,5046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-29,6059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-30,8330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-31,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-02,9895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-03,6106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-04,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-05,4235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-06,3223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-07,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-09,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-10,4787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-11,4585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-12,4498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-13,4231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-14,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
