,data,31001000000,31002000000,31003000000,31004000000,31005000000,31006000000,31007000000,31008000000,31009000000
2016-01-01,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,96.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,96.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,97.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,100.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,100.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,101.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,102.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,103.6,1.935483870967742,1.1612903225806452,1.4193548387096775,0.12903225806451613,0.0,0.06451612903225806,0.6774193548387096,2.3870967741935485,0.0
2020-04-01,104.1,3.0,2.0,2.0,4.0,0.7333333333333333,1.2666666666666666,2.0,4.0,1.5
2020-05-01,104.3,2.774193548387097,2.0,1.935483870967742,3.870967741935484,1.0,0.9354838709677419,2.0,4.0,2.935483870967742
2020-06-01,104.5,2.0,2.0,1.0,2.0,1.0,0.0,0.06666666666666667,3.466666666666667,2.0
2020-07-01,104.9,2.0,2.0,0.25806451612903225,2.0,0.25806451612903225,0.0,0.0,3.0,2.0
2020-08-01,105.1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.838709677419355
